#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Notamacropus eugenii","Eukaryota;Animals;Mammals","","","PRJNA12587","GCA_000004035.1","Scaffold",3075.18,40.4,,"ABQO01",277711,0,"2008-11-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/035/GCA_000004035.1_Meug_1.1",
"Tupaia belangeri","Eukaryota;Animals;Mammals","","SAMN03004381","PRJNA13971","GCA_000181375.1","Contig",2137.23,41.4,,"AAPY01",841006,0,"2006-06-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/375/GCA_000181375.1_ASM18137v1",
"Myotis lucifugus","Eukaryota;Animals;Mammals","","SAMN02953645","PRJNA16951","GCA_000147115.1","Scaffold",2034.58,42.7,,"AAPE02",11654,43106,"2006-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/115/GCA_000147115.1_Myoluc2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/115/GCF_000147115.1_Myoluc2.0"
"Choloepus hoffmanni","Eukaryota;Animals;Mammals","OR478-KB4484","SAMN02146716","PRJNA30809","GCA_000164785.2","Scaffold",3286.01,40,,"ABVD02",269084,0,"2008-09-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/785/GCA_000164785.2_C_hoffmanni-2.0.1",
"Elephas maximus","Eukaryota;Animals;Mammals","Icky","SAMN14648705","PRJNA622303","GCA_014332765.1","Scaffold",3128.77,38.9,,"JABTCH01",6948,0,"2020-08-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/332/765/GCA_014332765.1_ASM1433276v1",
"Dugong dugon","Eukaryota;Animals;Mammals","","SAMD00237432","PRJDB10190","GCA_015147995.1","Scaffold",2620.89,40.5,,"BMBL01",116852,0,"2020-08-31T22:34:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/147/995/GCA_015147995.1_D_dugong_scaffold_01",
"Vombatus ursinus","Eukaryota;Animals;Mammals","","SAMEA4791334","PRJEB27783","GCA_900497805.2","Scaffold",3486.6,38.9,"mitochondrion MT:NC_003322.1/","UNPS02",15416,42624,"2018-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/805/GCA_900497805.2_bare-nosed_wombat_genome_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/497/805/GCF_900497805.2_bare-nosed_wombat_genome_assembly"
"Tamandua tetradactyla","Eukaryota;Animals;Mammals","US055","SAMN07678112","PRJNA399420","GCA_004025105.1","Scaffold",3849.37,39.5,,"PVIF01",2144204,0,"2019-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/025/105/GCA_004025105.1_TamTet_v1_BIUU",
"Gulo gulo","Eukaryota;Animals;Mammals","","SAMEA3522159","PRJEB10674","GCA_900006375.2","Scaffold",2423.18,37.6,,"CYRY02",47417,19696,"2018-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/006/375/GCA_900006375.2_Gulo_2.2_annotated",
"Thylacinus cynocephalus","Eukaryota;Animals;Mammals","PY-MV-C5757","SAMN06049672","PRJNA354646","GCA_007646695.1","Scaffold",3095.96,22.5,,"VAHE01",19549,0,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/646/695/GCA_007646695.1_UniMelb_Thylacine_Refassem_1",
"Dicerorhinus sumatrensis harrissoni","Eukaryota;Animals;Mammals","Kertam","SAMN15164313","PRJNA638009","GCA_014189135.1","Scaffold",2442.45,39.6,,"JABWHU01",1781,0,"2020-08-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/189/135/GCA_014189135.1_NRM_Dsumatrensis_v1.fasta",
"Tapirus terrestris","Eukaryota;Animals;Mammals","BS40","SAMN07678114","PRJNA399422","GCA_004025025.1","Scaffold",2571.46,41.1,,"PVID01",803506,0,"2019-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/025/025/GCA_004025025.1_TapTer_v1_BIUU",
"Orycteropus afer afer","Eukaryota;Animals;Mammals","SDZICR_OR568_19922","SAMN00744890","PRJNA74587","GCA_000298275.1","Scaffold",4444.08,42.0995,"mitochondrion MT:NC_002078.1/","ALYB01",22509,25544,"2012-09-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/275/GCA_000298275.1_OryAfe1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/298/275/GCF_000298275.1_OryAfe1.0"
"Chrysochloris asiatica","Eukaryota;Animals;Mammals","","SAMN00744889","PRJNA74591","GCA_000296735.1","Scaffold",4210.11,41.8,"mitochondrion MT:NC_004920.1/","AMDV01",20500,25227,"2012-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/735/GCA_000296735.1_ChrAsi1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/735/GCF_000296735.1_ChrAsi1.0"
"Elephantulus edwardii","Eukaryota;Animals;Mammals","Elephantulus edwardi_28Jun2011","SAMN00749966","PRJNA74589","GCA_000299155.1","Scaffold",3843.98,41.5,,"AMGZ01",8768,25209,"2012-09-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/155/GCA_000299155.1_EleEdw1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/155/GCF_000299155.1_EleEdw1.0"
"Tupaia chinensis","Eukaryota;Animals;Mammals","","SAMN01084043","PRJNA169406","GCA_000334495.1","Scaffold",2846.58,42,,"ALAR01",50750,38492,"2013-01-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/495/GCA_000334495.1_TupChi_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/334/495/GCF_000334495.1_TupChi_1.0"
"Myotis davidii","Eukaryota;Animals;Mammals","","SAMN01103204","PRJNA232515","GCA_000327345.1","Scaffold",2059.8,43.1,,"ALWT01",101769,33106,"2012-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/345/GCA_000327345.1_ASM32734v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/345/GCF_000327345.1_ASM32734v1"
"Hyaena hyaena","Eukaryota;Animals;Mammals","Hyena2069","SAMN07212965","PRJNA390068","GCA_003009895.1","Scaffold",2374.72,41.3,,"PEQU01",5760,0,"2018-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/009/895/GCA_003009895.1_ASM300989v1",
"Arctocephalus gazella","Eukaryota;Animals;Mammals","","SAMEA4666125","PRJEB30577","GCA_900642305.1","Scaffold",2313.59,41,,"CAAAJK01",5180,0,"2019-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/642/305/GCA_900642305.1_arcGaz3",
"Myotis brandtii","Eukaryota;Animals;Mammals","","SAMN01801565","PRJNA218631","GCA_000412655.1","Scaffold",2107.24,42.9,,"ANKR01",169750,40808,"2013-06-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/655/GCA_000412655.1_ASM41265v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/412/655/GCF_000412655.1_ASM41265v1"
"Phascolarctos cinereus","Eukaryota;Animals;Mammals","Bilbo 61053","SAMN06198159","PRJNA384067","GCA_002099425.1","Contig",3192.58,39.1,"mitochondrion MT:NC_008133.1/","MSTS01",1907,46908,"2017-04-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/099/425/GCA_002099425.1_phaCin_unsw_v4.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/099/425/GCF_002099425.1_phaCin_unsw_v4.1"
"Pteronotus parnellii","Eukaryota;Animals;Mammals","","SAMN02212709","PRJNA209408","GCA_000465405.1","Scaffold",1960.32,40.8,,"AWGZ01",177401,0,"2013-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/405/GCA_000465405.1_ASM46540v1",
"Megaderma lyra","Eukaryota;Animals;Mammals","US036","SAMN07678029","PRJNA399353","GCA_004026885.1","Scaffold",2620.95,40.8,,"PVJL01",1902801,0,"2019-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/026/885/GCA_004026885.1_MegLyr_v1_BIUU",
"Tapirus indicus","Eukaryota;Animals;Mammals","BS100","SAMN07678113","PRJNA399421","GCA_004024905.1","Scaffold",2425.2,40.9,,"PVIE01",280135,0,"2019-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/905/GCA_004024905.1_TapInd_v1_BIUU",
"Lynx pardinus","Eukaryota;Animals;Mammals","","SAMEA3862495","PRJEB12609","GCA_900661375.1","Scaffold",2413.21,40.7,,"CAAGRJ01",41700,31022,"2019-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/661/375/GCA_900661375.1_LYPA1.0",
"Myrmecophaga tridactyla","Eukaryota;Animals;Mammals","BS39","SAMN07678098","PRJNA399407","GCA_004026745.1","Scaffold",3547.27,39.5,,"PVIY01",1621408,0,"2019-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/026/745/GCA_004026745.1_MyrTri_v1_BIUU",
"Chaetophractus vellerosus","Eukaryota;Animals;Mammals","US068","SAMN07678071","PRJNA399381","GCA_004027955.1","Scaffold",5335.6,39.7,,"PVKH01",7677333,0,"2019-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/955/GCA_004027955.1_ChaVel_v1_BIUU",
"Tolypeutes matacus","Eukaryota;Animals;Mammals","US073","SAMN07678115","PRJNA399423","GCA_004025125.1","Scaffold",4115.03,39.2,,"PVIB01",2925507,0,"2019-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/025/125/GCA_004025125.1_TolMat_v1_BIUU",
"Noctilio leporinus","Eukaryota;Animals;Mammals","US093","SAMN07678134","PRJNA399473","GCA_004026585.1","Scaffold",2098.5,40.9,,"PVIW01",298222,0,"2019-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/026/585/GCA_004026585.1_NocLep_v1_BIUU",
"Helogale parvula","Eukaryota;Animals;Mammals","US077","SAMN07678086","PRJNA399396","GCA_004023845.1","Scaffold",2392.47,41.8,,"PJEM01",189370,0,"2019-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/023/845/GCA_004023845.1_HelPar_v1_BIUU",
