#Organism Name,Organism Groups,Size(Mb),Chromosomes,Organelles,Plasmids,Assemblies
"Ambystoma mexicanum","Eukaryota;Animals;Amphibians",32396.4,20,0,0,2
"Bufo gargarizans","Eukaryota;Animals;Amphibians",4545.47,11,0,0,1
"Geotrypetes seraphini","Eukaryota;Animals;Amphibians",3779.43,19,1,0,2
"Leptobrachium leishanense","Eukaryota;Animals;Amphibians",3549.06,13,0,0,1
"Limnodynastes dumerilii","Eukaryota;Animals;Amphibians",2378.68,0,0,0,1
"Lithobates catesbeianus","Eukaryota;Animals;Amphibians",6250.35,0,1,0,1
"Microcaecilia unicolor","Eukaryota;Animals;Amphibians",4685.94,14,1,0,2
"Nanorana parkeri","Eukaryota;Animals;Amphibians",2053.87,0,1,0,1
"Oophaga pumilio","Eukaryota;Animals;Amphibians",3493.38,0,0,0,1
"Pyxicephalus adspersus","Eukaryota;Animals;Amphibians",1563.37,14,0,0,1
"Rana temporaria","Eukaryota;Animals;Amphibians",4282.72,0,0,0,1
"Rhinatrema bivittatum","Eukaryota;Animals;Amphibians",5319.24,19,1,0,2
"Scaphiopus couchii","Eukaryota;Animals;Amphibians",484.149,0,0,0,1
"Scaphiopus holbrookii","Eukaryota;Animals;Amphibians",710.85,0,0,0,1
"Spea bombifrons","Eukaryota;Animals;Amphibians",765.305,0,0,0,1
"Spea multiplicata","Eukaryota;Animals;Amphibians",1075.97,0,0,0,1
"Xenopus laevis","Eukaryota;Animals;Amphibians",2718.43,18,1,0,1
"Xenopus tropicalis","Eukaryota;Animals;Amphibians",1451.3,10,1,0,2
"Rhinella marina","Eukaryota;Animals;Amphibians",2551.76,0,0,0,1
