#Organism Name,Organism Groups,Size(Mb),Chromosomes,Organelles,Plasmids,Assemblies
"Podocnemis expansa","Eukaryota;Animals;Reptiles",2447.09,0,0,0,1
"Actinemys marmorata","Eukaryota;Animals;Reptiles",2388.73,0,0,0,1
"Apalone spinifera","Eukaryota;Animals;Reptiles",1931.08,0,0,0,1
"Carettochelys insculpta","Eukaryota;Animals;Reptiles",2356.57,0,0,0,1
"Chelonia mydas","Eukaryota;Animals;Reptiles",2134.59,28,1,0,3
"Chelonoidis abingdonii","Eukaryota;Animals;Reptiles",2300.74,0,0,0,1
"Chelydra serpentina","Eukaryota;Animals;Reptiles",2401.36,0,0,0,1
"Chrysemys picta","Eukaryota;Animals;Reptiles",2365.77,18,1,0,2
"Cuora amboinensis","Eukaryota;Animals;Reptiles",2214.83,0,0,0,1
"Cuora mccordi","Eukaryota;Animals;Reptiles",2390.37,0,0,0,1
"Dermatemys mawii","Eukaryota;Animals;Reptiles",1866.98,0,0,0,1
"Dermochelys coriacea","Eukaryota;Animals;Reptiles",2164.76,28,1,0,3
"Emydura subglobosa","Eukaryota;Animals;Reptiles",1986.7,0,0,0,1
"Gopherus agassizii","Eukaryota;Animals;Reptiles",2184.97,0,0,0,1
"Gopherus evgoodei","Eukaryota;Animals;Reptiles",2298.56,24,1,0,2
"Malaclemys terrapin","Eukaryota;Animals;Reptiles",2439.75,0,1,0,1
"Mauremys reevesii","Eukaryota;Animals;Reptiles",0,0,0,0,0
"Mesoclemmys tuberculata","Eukaryota;Animals;Reptiles",2027.51,0,0,0,1
"Pelodiscus sinensis","Eukaryota;Animals;Reptiles",2202.48,0,1,0,1
"Pelusios castaneus","Eukaryota;Animals;Reptiles",2044.28,0,0,0,1
"Platysternon megacephalum","Eukaryota;Animals;Reptiles",2319.09,0,0,0,1
"Terrapene carolina","Eukaryota;Animals;Reptiles",2571.27,0,0,0,1
"Trachemys scripta","Eukaryota;Animals;Reptiles",2126.2,25,1,0,1
