#Organism Name,Organism Groups,Size(Mb),Chromosomes,Organelles,Plasmids,Assemblies
"Atrichornis clamosus","Eukaryota;Animals;Birds",1047.5,0,0,0,1
"Crypturellus soui","Eukaryota;Animals;Birds",1043.36,0,0,0,1
"Crypturellus undulatus","Eukaryota;Animals;Birds",1021.42,0,0,0,1
"Furnarius figulus","Eukaryota;Animals;Birds",1020.01,0,0,0,1
"Herpetotheres cachinnans","Eukaryota;Animals;Birds",1175.3,0,0,0,1
"Neopipo cinnamomea","Eukaryota;Animals;Birds",1046.03,0,0,0,1
"Nothocercus julius","Eukaryota;Animals;Birds",1019.4,0,0,0,1
"Nothoprocta ornata","Eukaryota;Animals;Birds",978.286,0,0,0,1
"Nothoprocta pentlandii","Eukaryota;Animals;Birds",984.657,0,0,0,1
"Nothoprocta perdicaria","Eukaryota;Animals;Birds",965.904,0,0,0,1
"Onychorhynchus coronatus","Eukaryota;Animals;Birds",1072.51,0,0,0,1
"Pachyramphus minor","Eukaryota;Animals;Birds",1054.9,0,0,0,1
"Pelecanoides urinatrix","Eukaryota;Animals;Birds",1205.48,0,0,0,1
"Phainopepla nitens","Eukaryota;Animals;Birds",1027.44,0,0,0,1
"Picathartes gymnocephalus","Eukaryota;Animals;Birds",1047,0,0,0,1
"Podilymbus podiceps","Eukaryota;Animals;Birds",1197.11,0,0,0,1
"Psilopogon haemacephalus","Eukaryota;Animals;Birds",1204.56,0,0,0,1
"Sakesphorus luctuosus","Eukaryota;Animals;Birds",1080.15,0,0,0,1
"Semnornis frantzii","Eukaryota;Animals;Birds",1068.13,0,0,0,1
"Smithornis capensis","Eukaryota;Animals;Birds",1061.32,0,0,0,1
"Tichodroma muraria","Eukaryota;Animals;Birds",910.68,0,0,0,1
"Toxostoma redivivum","Eukaryota;Animals;Birds",1032.47,0,0,0,1
"Acanthisitta chloris","Eukaryota;Animals;Birds",1035.88,0,0,0,1
"Accipiter gentilis","Eukaryota;Animals;Birds",1179.25,0,0,0,1
"Accipiter nisus","Eukaryota;Animals;Birds",1190.65,0,0,0,1
"Acridotheres javanicus","Eukaryota;Animals;Birds",1051.58,0,0,0,1
"Acrocephalus arundinaceus","Eukaryota;Animals;Birds",1184.25,0,0,0,1
"Aegithalos caudatus","Eukaryota;Animals;Birds",1013.85,0,0,0,1
"Aegotheles bennettii","Eukaryota;Animals;Birds",1089.12,0,0,0,1
"Agapornis roseicollis","Eukaryota;Animals;Birds",1121.79,0,0,0,1
"Agelaius phoeniceus","Eukaryota;Animals;Birds",1086.31,0,0,0,1
"Alauda arvensis","Eukaryota;Animals;Birds",1028.66,0,0,0,1
"Alaudala cheleensis","Eukaryota;Animals;Birds",1069.22,0,0,0,1
"Alca torda","Eukaryota;Animals;Birds",1178.49,26,1,0,3
"Alcedo cyanopectus","Eukaryota;Animals;Birds",1119.29,0,0,0,1
"Aleadryas rufinucha","Eukaryota;Animals;Birds",1050.11,0,0,0,1
"Alectura lathami","Eukaryota;Animals;Birds",1043.22,0,0,0,1
"Alopecoenas beccarii","Eukaryota;Animals;Birds",1115.61,0,0,0,1
"Amazona aestiva","Eukaryota;Animals;Birds",1129.54,0,0,0,1
"Amazona collaria","Eukaryota;Animals;Birds",1258.72,0,0,0,1
"Amazona guildingii","Eukaryota;Animals;Birds",1133.57,0,0,0,1
"Amazona vittata","Eukaryota;Animals;Birds",1446.65,0,0,0,1
"Anas platyrhynchos","Eukaryota;Animals;Birds",1188.53,33,1,0,7
"Anas zonorhyncha","Eukaryota;Animals;Birds",1310.8,0,0,0,1
"Anhinga anhinga","Eukaryota;Animals;Birds",1183.19,0,0,0,1
"Anhinga rufa","Eukaryota;Animals;Birds",1014.09,0,0,0,1
"Anodorhynchus hyacinthinus","Eukaryota;Animals;Birds",1119.46,0,0,0,1
"Anomalopteryx didiformis","Eukaryota;Animals;Birds",1190.76,0,0,0,2
"Anser brachyrhynchus","Eukaryota;Animals;Birds",1116.99,0,0,0,1
"Anser cygnoides","Eukaryota;Animals;Birds",1119.15,0,1,0,3
"Anser indicus","Eukaryota;Animals;Birds",1143.09,0,0,0,1
"Anseranas semipalmata","Eukaryota;Animals;Birds",1131.43,0,0,0,1
"Anthochaera phrygia","Eukaryota;Animals;Birds",815.188,0,0,0,1
"Anthoscopus minutus","Eukaryota;Animals;Birds",978.849,0,0,0,1
"Antigone vipio","Eukaryota;Animals;Birds",1181.56,0,0,0,1
"Antrostomus carolinensis","Eukaryota;Animals;Birds",1119.68,0,0,0,1
"Apaloderma vittatum","Eukaryota;Animals;Birds",1070.84,0,0,0,1
"Aphelocoma coerulescens","Eukaryota;Animals;Birds",1060.86,0,0,0,1
"Aptenodytes forsteri","Eukaryota;Animals;Birds",1254.35,0,0,0,1
"Aptenodytes patagonicus","Eukaryota;Animals;Birds",1252.29,0,0,0,1
"Apteryx haastii","Eukaryota;Animals;Birds",1221.44,0,0,0,1
"Apteryx mantelli","Eukaryota;Animals;Birds",1523.97,0,0,0,1
"Apteryx owenii","Eukaryota;Animals;Birds",1231.28,0,0,0,1
"Apteryx rowi","Eukaryota;Animals;Birds",1228.9,0,0,0,1
"Aquila chrysaetos","Eukaryota;Animals;Birds",1548.48,28,0,0,5
"Ara ararauna","Eukaryota;Animals;Birds",1128.18,0,0,0,1
"Ara chloropterus","Eukaryota;Animals;Birds",1117.85,0,0,0,1
