#Organism Name,Organism Groups,Size(Mb),Chromosomes,Organelles,Plasmids,Assemblies
"Amblyraja radiata","Eukaryota;Animals;Fishes",2558.78,49,1,0,2
"Callorhinchus milii","Eukaryota;Animals;Fishes",974.499,0,1,0,1
"Carcharodon carcharias","Eukaryota;Animals;Fishes",0.00067,0,0,0,2
"Chiloscyllium plagiosum","Eukaryota;Animals;Fishes",3776.55,51,0,0,1
"Chiloscyllium punctatum","Eukaryota;Animals;Fishes",3375.7,0,0,0,1
"Hydrolagus affinis","Eukaryota;Animals;Fishes",1114.27,0,0,0,1
"Leucoraja erinacea","Eukaryota;Animals;Fishes",1555.46,0,1,0,1
"Pristis pectinata","Eukaryota;Animals;Fishes",2267.86,46,1,0,2
"Rhincodon typus","Eukaryota;Animals;Fishes",2931.6,0,1,0,2
"Scyliorhinus canicula","Eukaryota;Animals;Fishes",0,0,0,0,0
"Scyliorhinus torazame","Eukaryota;Animals;Fishes",4470.98,0,0,0,1
